checkpoint_key,checkpoint_path,threshold,teams_real_all_dev__n_videos,teams_real_all_dev__real_fpr,teams_real_all_dev__fake_recall,teams_real_poor_quality_dev__n_videos,teams_real_poor_quality_dev__real_fpr,teams_real_poor_quality_dev__fake_recall,teams_real_lighting_extreme_dev__n_videos,teams_real_lighting_extreme_dev__real_fpr,teams_real_lighting_extreme_dev__fake_recall,teams_fake_all_dev__n_videos,teams_fake_all_dev__real_fpr,teams_fake_all_dev__fake_recall,visomaster_enhanced_macro_dev__n_videos,visomaster_enhanced_macro_dev__real_fpr,visomaster_enhanced_macro_dev__fake_recall,deeplive_enhanced_dev__n_videos,deeplive_enhanced_dev__real_fpr,deeplive_enhanced_dev__fake_recall,dev_primary_real_fpr,dev_worst_real_stress_fpr,dev_fake_macro_recall
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.824273,3253,0.006148,,923,0.001083,,1401,0.013562,,2409,,0.382316,550,,0.0,545,,0.016514,0.006148,0.013562,0.132943
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.824714,3253,0.005841,,923,0.001083,,1401,0.012848,,2409,,0.381901,550,,0.0,545,,0.016514,0.005841,0.012848,0.132805
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.824594,3253,0.006148,,923,0.001083,,1401,0.013562,,2409,,0.381901,550,,0.0,545,,0.016514,0.006148,0.013562,0.132805
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.825011,3253,0.005841,,923,0.001083,,1401,0.012848,,2409,,0.381486,550,,0.0,545,,0.016514,0.005841,0.012848,0.132667
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.8252,3253,0.005841,,923,0.001083,,1401,0.012848,,2409,,0.381071,550,,0.0,545,,0.014679,0.005841,0.012848,0.131917
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.825265,3253,0.005841,,923,0.001083,,1401,0.012848,,2409,,0.380656,550,,0.0,545,,0.014679,0.005841,0.012848,0.131778
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.825424,3253,0.005841,,923,0.001083,,1401,0.012848,,2409,,0.380241,550,,0.0,545,,0.014679,0.005841,0.012848,0.13164
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.825596,3253,0.005841,,923,0.001083,,1401,0.012848,,2409,,0.379826,550,,0.0,545,,0.014679,0.005841,0.012848,0.131502
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.825902,3253,0.005533,,923,0.0,,1401,0.012134,,2409,,0.379411,550,,0.0,545,,0.012844,0.005533,0.012134,0.130752
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.825599,3253,0.005841,,923,0.001083,,1401,0.012848,,2409,,0.379411,550,,0.0,545,,0.012844,0.005841,0.012848,0.130752
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.826107,3253,0.005533,,923,0.0,,1401,0.012134,,2409,,0.378995,550,,0.0,545,,0.012844,0.005533,0.012134,0.130613
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.82621,3253,0.005533,,923,0.0,,1401,0.012134,,2409,,0.37858,550,,0.0,545,,0.012844,0.005533,0.012134,0.130475
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.826512,3253,0.005533,,923,0.0,,1401,0.012134,,2409,,0.378165,550,,0.0,545,,0.012844,0.005533,0.012134,0.130336
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.826514,3253,0.005533,,923,0.0,,1401,0.012134,,2409,,0.37775,550,,0.0,545,,0.012844,0.005533,0.012134,0.130198
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.826539,3253,0.005533,,923,0.0,,1401,0.012134,,2409,,0.377335,550,,0.0,545,,0.012844,0.005533,0.012134,0.13006
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.826997,3253,0.005226,,923,0.0,,1401,0.01142,,2409,,0.37692,550,,0.0,545,,0.011009,0.005226,0.01142,0.12931
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.826817,3253,0.005533,,923,0.0,,1401,0.012134,,2409,,0.37692,550,,0.0,545,,0.011009,0.005533,0.012134,0.12931
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.827083,3253,0.005226,,923,0.0,,1401,0.01142,,2409,,0.376505,550,,0.0,545,,0.011009,0.005226,0.01142,0.129171
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.827132,3253,0.005226,,923,0.0,,1401,0.01142,,2409,,0.37609,550,,0.0,545,,0.009174,0.005226,0.01142,0.128421
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.827286,3253,0.004919,,923,0.0,,1401,0.010707,,2409,,0.375675,550,,0.0,545,,0.007339,0.004919,0.010707,0.127671
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.827269,3253,0.005226,,923,0.0,,1401,0.01142,,2409,,0.375675,550,,0.0,545,,0.007339,0.005226,0.01142,0.127671
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.827343,3253,0.004919,,923,0.0,,1401,0.010707,,2409,,0.375259,550,,0.0,545,,0.007339,0.004919,0.010707,0.127533
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.827373,3253,0.004919,,923,0.0,,1401,0.010707,,2409,,0.374844,550,,0.0,545,,0.007339,0.004919,0.010707,0.127394
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.827385,3253,0.004919,,923,0.0,,1401,0.010707,,2409,,0.374429,550,,0.0,545,,0.007339,0.004919,0.010707,0.127256
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.827413,3253,0.004919,,923,0.0,,1401,0.010707,,2409,,0.374014,550,,0.0,545,,0.007339,0.004919,0.010707,0.127118
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.827506,3253,0.004919,,923,0.0,,1401,0.010707,,2409,,0.373599,550,,0.0,545,,0.005505,0.004919,0.010707,0.126368
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.827825,3253,0.004611,,923,0.0,,1401,0.009993,,2409,,0.373184,550,,0.0,545,,0.005505,0.004611,0.009993,0.12623
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.827774,3253,0.004919,,923,0.0,,1401,0.010707,,2409,,0.373184,550,,0.0,545,,0.005505,0.004919,0.010707,0.12623
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.827932,3253,0.004611,,923,0.0,,1401,0.009993,,2409,,0.372769,550,,0.0,545,,0.00367,0.004611,0.009993,0.12548
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.828288,3253,0.004611,,923,0.0,,1401,0.009993,,2409,,0.372354,550,,0.0,545,,0.00367,0.004611,0.009993,0.125341
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.828446,3253,0.004611,,923,0.0,,1401,0.009993,,2409,,0.371939,550,,0.0,545,,0.00367,0.004611,0.009993,0.125203
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.828705,3253,0.004611,,923,0.0,,1401,0.009993,,2409,,0.371523,550,,0.0,545,,0.00367,0.004611,0.009993,0.125064
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.829169,3253,0.003996,,923,0.0,,1401,0.008565,,2409,,0.371108,550,,0.0,545,,0.00367,0.003996,0.008565,0.124926
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.829062,3253,0.004304,,923,0.0,,1401,0.009279,,2409,,0.371108,550,,0.0,545,,0.00367,0.004304,0.009279,0.124926
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.828772,3253,0.004611,,923,0.0,,1401,0.009993,,2409,,0.371108,550,,0.0,545,,0.00367,0.004611,0.009993,0.124926
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.829265,3253,0.003996,,923,0.0,,1401,0.008565,,2409,,0.370693,550,,0.0,545,,0.00367,0.003996,0.008565,0.124788
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.829538,3253,0.003996,,923,0.0,,1401,0.008565,,2409,,0.370278,550,,0.0,545,,0.00367,0.003996,0.008565,0.124649
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.830097,3253,0.003996,,923,0.0,,1401,0.008565,,2409,,0.369863,550,,0.0,545,,0.00367,0.003996,0.008565,0.124511
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.830407,3253,0.003996,,923,0.0,,1401,0.008565,,2409,,0.369448,550,,0.0,545,,0.00367,0.003996,0.008565,0.124373
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.830528,3253,0.003996,,923,0.0,,1401,0.008565,,2409,,0.369033,550,,0.0,545,,0.00367,0.003996,0.008565,0.124234
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.830568,3253,0.003996,,923,0.0,,1401,0.008565,,2409,,0.368618,550,,0.0,545,,0.00367,0.003996,0.008565,0.124096
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.831451,3253,0.003689,,923,0.0,,1401,0.007852,,2409,,0.368203,550,,0.0,545,,0.00367,0.003689,0.007852,0.123958
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.831156,3253,0.003996,,923,0.0,,1401,0.008565,,2409,,0.368203,550,,0.0,545,,0.00367,0.003996,0.008565,0.123958
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.832099,3253,0.003689,,923,0.0,,1401,0.007852,,2409,,0.367787,550,,0.0,545,,0.001835,0.003689,0.007852,0.123207
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.83212,3253,0.003689,,923,0.0,,1401,0.007852,,2409,,0.367372,550,,0.0,545,,0.001835,0.003689,0.007852,0.123069
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.833069,3253,0.003689,,923,0.0,,1401,0.007852,,2409,,0.366957,550,,0.0,545,,0.001835,0.003689,0.007852,0.122931
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.833257,3253,0.003689,,923,0.0,,1401,0.007852,,2409,,0.366542,550,,0.0,545,,0.001835,0.003689,0.007852,0.122792
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.833377,3253,0.003689,,923,0.0,,1401,0.007852,,2409,,0.366127,550,,0.0,545,,0.001835,0.003689,0.007852,0.122654
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.833584,3253,0.003689,,923,0.0,,1401,0.007852,,2409,,0.365712,550,,0.0,545,,0.001835,0.003689,0.007852,0.122516
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.833938,3253,0.003689,,923,0.0,,1401,0.007852,,2409,,0.365297,550,,0.0,545,,0.001835,0.003689,0.007852,0.122377
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.834883,3253,0.003381,,923,0.0,,1401,0.007138,,2409,,0.364882,550,,0.0,545,,0.0,0.003381,0.007138,0.121627
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.834784,3253,0.003689,,923,0.0,,1401,0.007852,,2409,,0.364882,550,,0.0,545,,0.0,0.003689,0.007852,0.121627
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.835208,3253,0.003381,,923,0.0,,1401,0.007138,,2409,,0.364467,550,,0.0,545,,0.0,0.003381,0.007138,0.121489
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.835351,3253,0.003381,,923,0.0,,1401,0.007138,,2409,,0.364051,550,,0.0,545,,0.0,0.003381,0.007138,0.12135
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.835534,3253,0.003381,,923,0.0,,1401,0.007138,,2409,,0.363636,550,,0.0,545,,0.0,0.003381,0.007138,0.121212
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.835684,3253,0.003074,,923,0.0,,1401,0.006424,,2409,,0.363221,550,,0.0,545,,0.0,0.003074,0.006424,0.121074
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.835627,3253,0.003381,,923,0.0,,1401,0.007138,,2409,,0.363221,550,,0.0,545,,0.0,0.003381,0.007138,0.121074
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.836284,3253,0.003074,,923,0.0,,1401,0.006424,,2409,,0.362806,550,,0.0,545,,0.0,0.003074,0.006424,0.120935
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.836362,3253,0.003074,,923,0.0,,1401,0.006424,,2409,,0.362391,550,,0.0,545,,0.0,0.003074,0.006424,0.120797
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.836425,3253,0.003074,,923,0.0,,1401,0.006424,,2409,,0.361976,550,,0.0,545,,0.0,0.003074,0.006424,0.120659
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.836583,3253,0.003074,,923,0.0,,1401,0.006424,,2409,,0.361561,550,,0.0,545,,0.0,0.003074,0.006424,0.12052
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.836702,3253,0.003074,,923,0.0,,1401,0.006424,,2409,,0.361146,550,,0.0,545,,0.0,0.003074,0.006424,0.120382
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.83677,3253,0.003074,,923,0.0,,1401,0.006424,,2409,,0.360731,550,,0.0,545,,0.0,0.003074,0.006424,0.120244
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.836788,3253,0.003074,,923,0.0,,1401,0.006424,,2409,,0.360315,550,,0.0,545,,0.0,0.003074,0.006424,0.120105
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.837122,3253,0.003074,,923,0.0,,1401,0.006424,,2409,,0.3599,550,,0.0,545,,0.0,0.003074,0.006424,0.119967
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.837233,3253,0.003074,,923,0.0,,1401,0.006424,,2409,,0.359485,550,,0.0,545,,0.0,0.003074,0.006424,0.119828
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.837809,3253,0.003074,,923,0.0,,1401,0.006424,,2409,,0.35907,550,,0.0,545,,0.0,0.003074,0.006424,0.11969
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.837983,3253,0.003074,,923,0.0,,1401,0.006424,,2409,,0.358655,550,,0.0,545,,0.0,0.003074,0.006424,0.119552
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.837997,3253,0.003074,,923,0.0,,1401,0.006424,,2409,,0.35824,550,,0.0,545,,0.0,0.003074,0.006424,0.119413
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.838007,3253,0.003074,,923,0.0,,1401,0.006424,,2409,,0.357825,550,,0.0,545,,0.0,0.003074,0.006424,0.119275
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.838194,3253,0.003074,,923,0.0,,1401,0.006424,,2409,,0.35741,550,,0.0,545,,0.0,0.003074,0.006424,0.119137
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.838291,3253,0.003074,,923,0.0,,1401,0.006424,,2409,,0.356995,550,,0.0,545,,0.0,0.003074,0.006424,0.118998
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.83889,3253,0.003074,,923,0.0,,1401,0.006424,,2409,,0.356579,550,,0.0,545,,0.0,0.003074,0.006424,0.11886
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.838895,3253,0.003074,,923,0.0,,1401,0.006424,,2409,,0.356164,550,,0.0,545,,0.0,0.003074,0.006424,0.118721
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.839232,3253,0.002767,,923,0.0,,1401,0.00571,,2409,,0.355749,550,,0.0,545,,0.0,0.002767,0.00571,0.118583
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.839199,3253,0.003074,,923,0.0,,1401,0.006424,,2409,,0.355749,550,,0.0,545,,0.0,0.003074,0.006424,0.118583
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.83926,3253,0.002767,,923,0.0,,1401,0.00571,,2409,,0.355334,550,,0.0,545,,0.0,0.002767,0.00571,0.118445
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.839322,3253,0.002767,,923,0.0,,1401,0.00571,,2409,,0.354919,550,,0.0,545,,0.0,0.002767,0.00571,0.118306
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.839582,3253,0.002767,,923,0.0,,1401,0.00571,,2409,,0.354504,550,,0.0,545,,0.0,0.002767,0.00571,0.118168
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.839615,3253,0.002767,,923,0.0,,1401,0.00571,,2409,,0.354089,550,,0.0,545,,0.0,0.002767,0.00571,0.11803
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.839691,3253,0.002767,,923,0.0,,1401,0.00571,,2409,,0.353674,550,,0.0,545,,0.0,0.002767,0.00571,0.117891
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.84093,3253,0.002767,,923,0.0,,1401,0.00571,,2409,,0.353259,550,,0.0,545,,0.0,0.002767,0.00571,0.117753
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.840947,3253,0.002459,,923,0.0,,1401,0.004996,,2409,,0.352844,550,,0.0,545,,0.0,0.002459,0.004996,0.117615
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.840947,3253,0.002767,,923,0.0,,1401,0.00571,,2409,,0.352844,550,,0.0,545,,0.0,0.002767,0.00571,0.117615
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.84117,3253,0.002459,,923,0.0,,1401,0.004996,,2409,,0.352428,550,,0.0,545,,0.0,0.002459,0.004996,0.117476
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.841488,3253,0.002459,,923,0.0,,1401,0.004996,,2409,,0.352013,550,,0.0,545,,0.0,0.002459,0.004996,0.117338
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.841712,3253,0.002459,,923,0.0,,1401,0.004996,,2409,,0.351598,550,,0.0,545,,0.0,0.002459,0.004996,0.117199
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.841804,3253,0.002459,,923,0.0,,1401,0.004996,,2409,,0.351183,550,,0.0,545,,0.0,0.002459,0.004996,0.117061
SLOT_A_ANCHOR_AWARE_STEP3500,gs://training-job-outputs/best_checkpoints/hp35c51p/periodic_effort_20260516_step3500_auc0.9952_eer0.0123.pth,0.842054,3253,0.002459,,923,0.0,,1401,0.004996,,2409,,0.350768,550,,0.0,545,,0.0,0.002459,0.004996,0.116923
