frame_path,T3_SLOT2_step500,T3_SLOT2_step1000,T3_SLOT2_step1500,T3_SLOT2_step2500,T3_SLOT2_step3500,T3_SLOT2_step4500
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000241_seq2333.png,0.9752798080444336,0.9918776750564575,0.9951804876327515,0.9946154952049255,0.9964103102684021,0.9967144727706909
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000243_seq2368.png,0.9202744364738464,0.9917348623275757,0.9915981292724609,0.9935168027877808,0.9944822788238525,0.9952448010444641
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000245_seq2388.png,0.9537811279296875,0.9917727112770081,0.9933332800865173,0.9938663840293884,0.9951286315917969,0.9959604144096375
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000247_seq2393.png,0.8962253928184509,0.9912749528884888,0.991297721862793,0.9933253526687622,0.9944170713424683,0.9955982565879822
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000249_seq2418.png,0.9759105443954468,0.9924813508987427,0.9948539137840271,0.994716465473175,0.9963110089302063,0.9966482520103455
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000251_seq2437.png,0.9634882807731628,0.991790771484375,0.9928269982337952,0.9927476048469543,0.9936328530311584,0.9947911500930786
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000253_seq2451.png,0.9743159413337708,0.9922946691513062,0.9941338896751404,0.9943958520889282,0.9961775541305542,0.9965190887451172
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000255_seq2471.png,0.9757663607597351,0.992337167263031,0.9952292442321777,0.9947027564048767,0.9963428378105164,0.996699869632721
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000257_seq2490.png,0.972005307674408,0.9925844073295593,0.9949162006378174,0.9947994947433472,0.9962904453277588,0.9966287016868591
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000259_seq2488.png,0.8272154331207275,0.9896863102912903,0.9877497553825378,0.9934121966362,0.9942525029182434,0.9951738715171814
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000261_seq2522.png,0.8175408244132996,0.9897088408470154,0.9884854555130005,0.9906768798828125,0.9900274872779846,0.9924197793006897
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000263_seq2518.png,0.5878544449806213,0.98768150806427,0.9822790622711182,0.9919800758361816,0.9874714016914368,0.9902894496917725
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000265_seq2557.png,0.9629822969436646,0.9921265840530396,0.9944944977760315,0.9945464134216309,0.9963001608848572,0.9966024160385132
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000267_seq2575.png,0.9102554321289062,0.9885574579238892,0.9917064905166626,0.9931581616401672,0.99379962682724,0.9948234558105469
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000269_seq2584.png,0.9214329123497009,0.9890716075897217,0.9857707023620605,0.9917137622833252,0.9908905625343323,0.9931347370147705
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000271_seq2620.png,0.968662440776825,0.9923402070999146,0.9938785433769226,0.9945204854011536,0.9960836172103882,0.9965170621871948
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000273_seq2618.png,0.8739305138587952,0.9914822578430176,0.9902433753013611,0.9932718873023987,0.9945247173309326,0.995276689529419
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000275_seq2656.png,0.07596176862716675,0.7591160535812378,0.46648332476615906,0.9581796526908875,0.9157324433326721,0.9499969482421875
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000277_seq2652.png,0.3173171877861023,0.9827516674995422,0.8867828249931335,0.9913103580474854,0.9911802411079407,0.9930156469345093
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000279_seq2659.png,0.38909104466438293,0.976515531539917,0.9087345004081726,0.9844506978988647,0.9714083075523376,0.9835350513458252
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000281_seq2700.png,0.9735437631607056,0.992409348487854,0.9948176741600037,0.9944164752960205,0.9962121248245239,0.9966177344322205
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000283_seq2698.png,0.9646114110946655,0.9921831488609314,0.9946091175079346,0.9944907426834106,0.9962266683578491,0.9965734481811523
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000285_seq2731.png,0.9699346423149109,0.992295503616333,0.9950621724128723,0.9947919249534607,0.9964898228645325,0.9967634677886963
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000287_seq2751.png,0.9754466414451599,0.991830050945282,0.9952036142349243,0.9945968389511108,0.9964990615844727,0.9967196583747864
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000289_seq2758.png,0.9714146852493286,0.9919567108154297,0.9945319890975952,0.9945111274719238,0.9961627721786499,0.9965170621871948
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000291_seq2807.png,0.9705763459205627,0.9915973544120789,0.9946742057800293,0.9946042895317078,0.9963089823722839,0.9966045618057251
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000293_seq2805.png,0.9751347303390503,0.9917872548103333,0.9952226281166077,0.9946194887161255,0.9965344667434692,0.9967869520187378
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000295_seq2824.png,0.974157452583313,0.9918672442436218,0.9949777722358704,0.9945929646492004,0.9963352680206299,0.9966623783111572
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000297_seq2836.png,0.9469143152236938,0.9915253520011902,0.9942216277122498,0.9943456053733826,0.9953291416168213,0.9957093000411987
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000299_seq2859.png,0.9731723070144653,0.9918050765991211,0.9947574138641357,0.9946067929267883,0.9963323473930359,0.9967013001441956
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000301_seq2862.png,0.954271674156189,0.9921320080757141,0.9940563440322876,0.99431312084198,0.9961351156234741,0.9964414238929749
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000303_seq2889.png,0.9732481837272644,0.9922640323638916,0.9945934414863586,0.9944779872894287,0.9963433146476746,0.9966763257980347
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000305_seq2907.png,0.9636227488517761,0.9923641681671143,0.9942852854728699,0.9941949248313904,0.9959163069725037,0.9963945746421814
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000307_seq2893.png,0.9459022283554077,0.9920404553413391,0.993844747543335,0.9940804839134216,0.9958369731903076,0.9963220357894897
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000309_seq2943.png,0.9443637728691101,0.9910616278648376,0.9943287968635559,0.9943167567253113,0.9958558678627014,0.9963770508766174
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000311_seq2941.png,0.9732111096382141,0.9921408891677856,0.9949186444282532,0.9948281645774841,0.9963642954826355,0.9966610670089722
