frame_path,T3_SLOT2_step500,T3_SLOT2_step1000,T3_SLOT2_step1500,T3_SLOT2_step2500,T3_SLOT2_step3500,T3_SLOT2_step4500
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000221_seq2182.png,0.9062163233757019,0.9897807836532593,0.9922603964805603,0.9933686852455139,0.995231568813324,0.9956275224685669
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000223_seq2179.png,0.4602147936820984,0.9399740099906921,0.9299534559249878,0.9889194369316101,0.9870421886444092,0.9880483746528625
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000225_seq2217.png,0.44258028268814087,0.9573678374290466,0.7913299798965454,0.9852223992347717,0.985679566860199,0.9868729710578918
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000227_seq2236.png,0.9687467813491821,0.9925591945648193,0.9940673112869263,0.9942224621772766,0.9956587553024292,0.996147632598877
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000229_seq2255.png,0.9609338045120239,0.9916989803314209,0.9912233352661133,0.9939644932746887,0.9956366419792175,0.9959885478019714
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000231_seq2246.png,0.9733467698097229,0.9924823641777039,0.994252622127533,0.9945847392082214,0.9961768388748169,0.9965787529945374
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000233_seq2291.png,0.9757117033004761,0.9924955368041992,0.9952468276023865,0.9947943091392517,0.9965255856513977,0.9968811273574829
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000235_seq2289.png,0.9640231132507324,0.9898160696029663,0.9922278523445129,0.9937885403633118,0.9952709078788757,0.9956644177436829
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000237_seq2320.png,0.97129887342453,0.9924100637435913,0.9948516488075256,0.9946233034133911,0.9963380098342896,0.9966835379600525
/Users/roeedar/Documents/repos/Effort-AIGI-Detection-DtectVision/DeepfakeBench/training/analysis/stage2_cpu_2026-05-09/_roy_d_frames/Roy_D__frame_000239_seq2335.png,0.9750918745994568,0.9921754002571106,0.9951100945472717,0.9946582913398743,0.9964436888694763,0.9967107772827148
